10.01020,-2.05374,0.51224
10.14425,-1.95800,0.56969
10.18254,-1.96757,0.58884
10.15382,-2.05374,0.53139
10.10595,-2.10162,0.45479
10.07723,-2.13034,0.43564
10.12510,-2.15906,0.37820
10.22084,-2.10162,0.41649
10.21127,-2.16864,0.41649
10.12510,-2.15906,0.43564
10.11552,-2.11119,0.43564
10.11552,-2.12077,0.44522
10.13467,-2.09204,0.49309
10.13467,-2.04417,0.56011
10.06765,-2.06332,0.61756
10.01978,-2.16864,0.58884
10.09637,-2.13991,0.55054
10.09637,-2.09204,0.56969
10.10595,-2.21651,0.56011
10.14425,-2.25481,0.55054
10.07723,-2.17821,0.64628
10.10595,-2.20694,0.65586
10.18254,-2.26438,0.64628
10.16340,-2.20694,0.54096
10.13467,-2.15906,0.47394
10.16340,-2.27396,0.35905
10.21127,-2.25481,0.30160
10.20169,-2.14949,0.30160
10.18254,-2.13034,0.32075
10.22084,-2.14949,0.35905
10.29744,-2.13034,0.38777
10.25914,-2.15906,0.41649
10.25914,-2.12077,0.39734
10.20169,-2.02502,0.47394
10.09637,-1.99630,0.54096
10.12510,-2.02502,0.53139
10.13467,-1.99630,0.55054
10.12510,-2.00587,0.51224
10.14425,-1.98672,0.49309
10.10595,-2.02502,0.40692
10.04850,-2.12077,0.36862
10.13467,-2.12077,0.36862
10.11552,-2.06332,0.47394
10.07723,-2.10162,0.57926
10.14425,-2.04417,0.55054
10.23999,-2.05374,0.53139
10.15382,-2.10162,0.46437
10.07723,-2.16864,0.47394
10.10595,-2.10162,0.43564
10.13467,-1.97715,0.44522
10.15382,-1.99630,0.42607
10.10595,-2.05374,0.45479
10.10595,-1.91012,0.52181
10.10595,-1.85268,0.62713
10.08680,-1.97715,0.65586
10.19212,-2.00587,0.63671
10.30701,-1.93885,0.70373
10.25914,-1.92927,0.85692
10.08680,-1.91012,0.95267
10.01978,-2.00587,1.06756
9.99105,-2.06332,1.08671
10.19212,-2.06332,1.14416
10.38361,-2.13034,1.23991
10.20169,-2.08247,1.36437
10.10595,-2.13034,1.54629
10.07723,-2.21651,1.70906
10.17297,-2.14949,1.93885
10.31659,-1.99630,2.36013
10.37404,-1.95800,2.48460
10.64212,-1.99630,2.51332
10.79532,-2.13034,2.55162
10.72829,-2.34098,2.45587
10.78574,-2.48460,2.33141
10.97723,-2.48460,2.23566
11.00596,-2.50375,2.35055
10.91979,-2.60907,2.36970
10.73787,-2.81013,2.34098
10.54638,-2.95375,2.42715
10.43148,-3.14524,2.66651
10.68042,-3.12609,2.72396
10.99638,-2.66651,2.86758
11.04425,-2.26438,3.05907
10.70915,-2.31226,2.93460
10.52723,-2.70481,2.72396
10.66127,-3.11652,3.02077
10.56553,-2.95375,3.33673
10.84319,-2.30268,3.42291
11.09213,-2.04417,3.15482
11.01553,-2.60907,3.07822
10.47936,-3.28886,3.23141
10.31659,-3.20269,3.50908
10.75702,-2.45587,3.73887
10.81447,-1.91012,3.80589
10.53680,-2.04417,3.84419
10.25914,-2.73354,3.84419
10.15382,-3.01120,3.76759
10.11552,-2.80056,3.93036
10.12510,-2.45587,4.18887
10.22084,-2.08247,4.19845
10.15382,-1.86225,4.15057
9.75169,-2.05374,4.17930
9.51233,-2.39843,4.18887
9.56020,-2.17821,4.17930
9.70382,-1.49842,4.29419
9.38786,-1.33565,4.28462
8.65062,-1.81438,4.32291
