0.57926,1.15373,9.47403
0.80905,0.86650,9.33998
0.95267,0.85692,9.27296
0.87607,1.01969,9.35913
0.80905,1.01012,9.36871
0.78033,0.95267,9.31126
0.78033,0.91437,9.33041
0.82820,1.01969,9.32083
0.78990,1.08671,9.36871
0.69416,0.94309,9.37828
0.72288,0.84735,9.29211
0.73245,0.97182,9.32083
0.78990,1.07714,9.27296
0.75160,1.08671,9.22509
0.77075,0.92395,9.21551
0.85692,0.83777,9.29211
1.01012,0.89522,9.43573
0.95267,1.00054,9.48360
0.78990,0.98139,9.48360
0.86650,0.79948,9.45488
1.07714,0.78033,9.49318
1.04841,0.97182,9.53148
0.84735,1.04841,9.57935
0.74203,0.91437,9.47403
1.00054,0.78990,9.36871
1.11544,0.93352,9.39743
1.07714,1.00054,9.46445
0.86650,1.01012,9.53148
0.72288,0.98139,9.57935
0.79948,1.01969,9.48360
0.90480,1.22076,9.48360
0.86650,1.30693,9.51233
0.79948,1.20161,9.49318
0.80905,1.12501,9.41658
0.91437,1.17288,9.45488
0.90480,1.29735,9.39743
0.84735,1.23033,9.28254
0.98139,0.97182,9.19637
1.02927,1.00054,9.14849
0.91437,1.20161,9.16764
0.93352,1.07714,9.13892
1.08671,0.82820,9.19637
0.96224,1.20161,9.38786
0.86650,1.56544,9.55062
1.01969,1.28778,9.57935
1.11544,1.01012,9.50275
0.85692,1.11544,9.55062
0.76118,1.18246,9.56977
0.86650,1.18246,9.55062
0.90480,1.11544,9.50275
0.83777,1.14416,9.48360
0.72288,1.10586,9.49318
0.69416,0.94309,9.40700
0.93352,0.93352,9.37828
1.04841,1.05799,9.40700
0.99097,1.01969,9.39743
0.94309,1.05799,9.37828
1.00054,1.07714,9.34956
1.02927,0.97182,9.28254
1.01012,0.89522,9.34956
0.99097,1.06756,9.41658
0.83777,1.17288,9.48360
0.72288,1.05799,9.52190
0.78033,0.89522,9.53148
0.83777,0.94309,9.53148
0.79948,1.07714,9.58892
0.77075,1.18246,9.65594
0.75160,1.20161,9.69424
0.78033,1.07714,9.51233
0.88565,0.96224,9.27296
0.92395,0.92395,9.13892
0.78033,0.97182,9.11977
0.80905,1.09629,9.12934
0.85692,1.20161,9.09104
0.84735,1.23033,8.87083
0.83777,1.24948,8.43998
0.86650,1.08671,7.96125
0.92395,0.90480,7.52082
0.92395,0.99097,7.23358
0.89522,1.31650,6.86017
0.90480,1.48884,6.24740
1.02927,1.50799,5.67293
1.34523,1.37395,4.94526
1.88140,1.02927,4.18887
2.48460,0.57926,3.48993
2.73354,0.29202,3.12609
2.92503,0.01436,2.82928
3.48993,0.00000,2.54205
4.04525,0.42607,2.60907
4.27504,0.93352,2.80056
4.64845,0.94309,2.56120
5.18462,0.69416,2.06332
5.31867,0.77075,2.00587
5.73995,0.56969,1.59416
6.86017,0.42607,1.18246
7.87508,0.87607,1.39310
8.40168,1.52714,2.03459
9.95276,1.53672,2.21651
12.23150,1.18246,2.21651
13.54322,1.13459,2.68566
14.31875,1.64204,3.60482
15.82196,1.92927,4.29419
17.42091,2.30268,4.69632
18.20603,2.45587,5.06016
18.77093,2.11119,4.97398
19.52732,1.00054,4.66760
19.59434,0.06223,4.38036
19.59434,-0.92395,4.15057
19.59434,-1.82395,4.14100
19.59434,-2.07289,4.64845
19.59434,-1.91970,5.33782
19.59434,-1.19203,5.80697
19.59434,-0.36862,6.36230
19.19221,0.22500,6.70698
18.35922,0.74203,6.55379
17.18155,1.38352,6.58251
15.67834,1.64204,6.51549
14.33790,1.74736,6.28570
13.16981,1.64204,6.27612
12.46129,1.40267,5.97931
11.91554,1.23991,5.84527
10.80489,1.33565,5.84527
10.01978,1.03884,5.97931
9.35913,0.79948,6.03676
8.88998,0.82820,6.28570
8.49742,0.92395,6.41974
8.21976,0.83777,6.52506
7.70273,0.80905,6.52506
7.59741,0.78990,6.54421
7.75061,1.01969,6.62081
7.98040,1.12501,6.65911
8.30593,1.14416,6.62081
8.97615,1.23033,6.47719
9.83786,1.30693,6.20910
10.78574,1.12501,6.09421
11.57086,0.77075,5.90272
12.50916,0.41649,5.64420
13.38045,0.26330,5.40484
14.32833,-0.02394,5.25165
15.23791,-0.19628,5.28037
16.03260,-0.25373,5.51973
17.42091,-0.02394,5.52931
19.00071,0.27287,5.25165
19.59434,0.47394,4.99313
19.59434,0.35905,5.24207
19.59434,0.21543,4.99313
19.59434,0.29202,4.42823
19.40285,0.47394,4.32291
19.03901,0.19628,4.55270
19.35497,0.06223,4.86866
19.59434,0.34947,4.79207
19.43157,0.70373,4.44738
18.12943,0.35905,4.42823
17.28687,-0.56969,4.34206
16.85601,-0.37820,4.04525
15.67834,0.48352,3.91121
14.43365,0.87607,3.97823
13.55279,0.72288,3.78674
12.35597,0.42607,3.49950
10.97723,0.29202,3.32716
9.61765,0.23458,3.41333
8.71764,0.04309,3.21226
8.22934,-0.15798,2.88673
7.74103,-0.22500,3.02077
6.70698,0.24415,3.22184
5.64420,0.95267,3.51865
4.72505,0.97182,3.45163
4.32291,0.27287,3.34631
3.68142,0.14841,3.73887
2.90588,0.60798,4.28462
2.36970,1.23033,4.68675
1.98672,1.28778,4.79207
1.53672,0.78033,5.30909
1.32608,0.19628,5.52931
1.62289,0.09096,5.61548
1.66119,0.56011,5.97931
1.20161,0.95267,6.43889
0.66543,0.69416,6.80273
0.52181,0.36862,6.80273
0.88565,0.21543,7.03251
1.04841,0.41649,7.04209
0.68458,0.68458,7.29103
-0.00479,0.67501,7.37720
-0.20585,0.55054,7.32933
0.11011,0.67501,7.29103
0.22500,0.81862,7.63571
-0.10053,1.06756,8.09529
-0.43564,1.38352,8.64104
-0.51224,1.65161,8.58359
-0.33032,1.35480,8.36338
-0.19628,0.60798,8.31551
-0.28245,0.41649,8.28678
-0.11968,0.52181,8.31551
-0.09096,0.89522,8.49742
-0.19628,1.04841,8.56444
-0.08138,0.77075,8.56444
-0.10053,0.61756,8.68891
-0.26330,0.78990,8.87083
-0.20585,0.89522,8.97615
0.05266,0.87607,9.08147
0.14841,1.05799,9.28254
-0.03351,1.46012,9.69424
-0.13883,1.60374,10.09637
-0.11968,1.60374,10.31659
-0.24415,1.57502,10.31659
-0.25373,1.35480,10.09637
-0.15798,0.99097,9.88573
-0.13883,0.83777,9.83786
-0.23458,0.98139,9.84744
-0.17713,0.98139,9.93361
0.04309,0.81862,9.88573
0.10053,0.78990,9.74212
-0.05266,0.79948,9.66552
-0.10053,0.59841,9.56977
0.08138,0.40692,9.33041
0.19628,0.39734,9.14849
-0.04309,0.50266,9.08147
-0.21543,0.60798,9.12934
-0.20585,0.75160,9.21551
-0.23458,0.95267,9.29211
-0.30160,1.01012,9.23466
-0.22500,0.91437,9.11977
-0.09096,0.82820,9.06232
-0.12926,0.94309,9.14849
-0.25373,1.09629,9.27296
-0.18670,1.07714,9.28254
-0.07181,0.94309,9.32083
-0.05266,0.77075,9.26339
-0.17713,0.86650,9.28254
-0.24415,0.91437,9.29211
-0.05266,0.73245,9.26339
-0.02394,0.66543,9.19637
-0.09096,0.77075,9.27296
-0.18670,0.95267,9.38786
-0.22500,1.08671,9.44530
-0.15798,1.08671,9.39743
-0.07181,1.04841,9.30169
-0.02394,0.94309,9.20594
-0.05266,0.87607,9.25381
-0.12926,0.94309,9.30169
