10.23999,-1.76651,0.05266
10.35489,-1.47927,0.06223
10.31659,-1.36437,0.12926
10.22084,-1.43140,0.14841
10.20169,-1.46969,0.09096
10.30701,-1.48884,0.01436
10.36446,-1.45055,0.00479
10.35489,-1.46012,0.08138
10.23999,-1.49842,0.12926
10.23042,-1.51757,0.11011
10.28787,-1.54629,0.06223
10.28787,-1.51757,0.03351
10.28787,-1.45055,0.02394
10.23999,-1.42182,0.13883
10.21127,-1.46969,0.16755
10.29744,-1.52714,0.20585
10.33574,-1.58459,0.15798
10.30701,-1.69948,0.14841
10.29744,-1.78566,0.14841
10.42191,-1.81438,0.15798
10.39319,-1.70906,0.17713
10.31659,-1.56544,0.22500
10.25914,-1.48884,0.21543
10.24957,-1.45055,0.14841
10.25914,-1.51757,0.11968
10.23042,-1.55587,0.14841
10.25914,-1.51757,0.19628
10.40276,-1.49842,0.24415
10.47936,-1.49842,0.26330
10.39319,-1.48884,0.19628
10.34531,-1.55587,0.18670
10.34531,-1.51757,0.45479
10.39319,-1.29735,0.78033
10.54638,-1.09629,1.12501
10.55595,-1.05799,1.04841
10.60383,-1.15373,0.94309
10.47936,-1.27820,0.80905
10.37404,-1.62289,0.70373
10.29744,-1.79523,0.54096
10.40276,-1.79523,0.83777
10.21127,-1.54629,0.99097
10.16340,-1.21118,1.01012
10.55595,-1.06756,0.84735
10.83361,-1.23991,0.68458
10.57510,-1.46969,0.60798
10.21127,-1.67076,0.72288
10.06765,-1.66119,0.80905
10.21127,-1.50799,0.78033
10.61340,-1.43140,0.81862
10.71872,-1.30693,0.97182
10.56553,-1.22076,1.25905
10.29744,-1.10586,1.53672
10.38361,-1.01969,1.59416
10.59425,-0.98139,1.54629
10.63255,-0.95267,1.50799
10.65170,-0.97182,1.67076
10.77617,-0.95267,2.18779
10.63255,-0.65586,2.43673
10.77617,-0.33032,2.40800
11.14958,-0.11011,2.15906
11.04425,-0.53139,1.99630
10.43148,-1.05799,2.21651
10.23042,-1.30693,2.60907
10.51765,-0.90480,2.81971
10.98681,-0.21543,2.80056
11.07298,0.25373,2.71439
10.85276,-0.04309,2.82928
10.58468,-0.67501,3.08780
10.72829,-1.02927,3.26014
10.89106,-0.79948,3.26971
10.90064,-0.40692,3.20269
10.79532,-0.29202,3.30801
10.62297,-0.54096,3.60482
10.60383,-0.76118,3.97823
10.61340,-0.33032,4.22717
10.68042,-0.06223,4.12185
10.46021,-0.46437,4.07398
9.97190,-1.23033,4.22717
9.79956,-1.57502,4.92611
9.92403,-0.89522,5.56761
10.34531,0.36862,5.64420
10.93894,0.91437,5.17505
11.14958,0.60798,4.81122
10.68042,-0.43564,4.79207
9.92403,-1.03884,5.28994
9.27296,-0.96224,5.35697
9.52190,-0.56969,5.14633
10.02935,-0.07181,4.87824
9.82829,-0.36862,4.85909
8.88998,-0.78990,5.21335
8.36338,-0.76118,5.33782
8.51657,-0.52181,5.22292
8.67934,-0.31117,4.93569
8.54529,-0.65586,4.99313
8.05699,-0.92395,5.76867
7.43465,-0.53139,6.31442
7.03251,-0.04309,5.81655
6.97507,-0.05266,5.46229
7.10911,-0.56969,5.68250
6.92719,-0.96224,6.40059
3.74844,0.34947,8.30593
3.86334,0.55054,8.37295
4.03568,0.61756,8.54529
4.05483,0.39734,8.51657
3.91121,0.00000,8.33465
3.61440,0.17713,8.27721
3.45163,0.47394,8.26763
3.41333,0.41649,8.22934
3.34631,0.37820,8.60274
3.30801,0.50266,8.95700
2.04417,-0.36862,8.60274
2.27396,-0.56011,8.34423
2.53247,-0.38777,8.43040
2.43673,-0.26330,8.64104
2.18779,-0.31117,8.88040
1.98672,-0.36862,8.96658
2.18779,-0.22500,8.93785
2.49417,-0.01436,8.86126
2.40800,-0.09096,8.88998
2.41758,-0.40692,9.23466
2.59949,-0.71330,9.40700
2.45587,-0.14841,9.60807
2.41758,0.70373,9.83786
2.51332,0.88565,9.91446
2.22609,0.49309,9.79956
1.98672,-0.11968,9.39743
2.20694,-0.10053,8.91870
2.42715,0.30160,9.11977
2.40800,0.02394,9.34956
2.19736,-0.33990,9.00487
2.12077,-0.18670,8.70806
2.25481,0.24415,8.59317
2.62822,0.20585,8.80381
2.75269,-0.45479,8.78466
2.36013,-0.68458,8.69849
1.89098,-0.34947,8.89955
1.92927,0.00000,8.96658
2.63779,0.09096,9.09104
3.09737,0.03351,9.31126
2.58992,0.05266,9.60807
1.89098,0.04309,9.54105
1.98672,-0.03351,9.33998
2.63779,-0.21543,9.25381
2.93460,-0.44522,9.35913
2.55162,-0.23458,9.29211
2.15906,0.21543,9.36871
2.36013,0.44522,9.45488
2.66651,0.29202,9.25381
2.53247,-0.01436,9.06232
2.23566,-0.21543,8.98573
2.44630,-0.26330,8.78466
2.84843,-0.24415,8.72721
2.80056,0.21543,8.98573
2.39843,0.98139,9.40700
2.12077,1.02927,9.45488
2.43673,0.19628,9.19637
2.88673,-0.45479,8.95700
2.80056,-0.55054,9.07190
2.43673,0.03351,9.33998
2.58992,0.66543,9.54105
2.84843,0.73245,9.63679
2.80056,0.50266,9.57935
2.68566,0.13883,9.42615
2.74311,-0.08138,9.33041
2.87716,0.00000,9.32083
2.79098,0.28245,9.30169
2.52290,0.44522,9.22509
